Device, lat, lng
123, 0.11842130323504925, 0.052167998364343514
123, 0.11842130323504925, 0.052167998364343514
125, 0.21206071405412044, 0.17908912128425467
125, 0.21801818087573763, 0.11334795587214443
125, 0.21801818087573763, 0.11334795587214443
125, 0.22522370698947572, 0.17048972484682437
125, 0.22672675616893537, 0.13153350153064658
124, 0.23902538529309067, 0.11835429379499157
124, 0.23902538529309067, 0.11835429379499157
124, 0.23902538529309067, 0.11835429379499157
124, 0.23902538529309067, 0.11835429379499157
124, 0.23902538529309067, 0.11835429379499157
126, 0.20820311825257126, 0.22612769560557844
126, 0.20820311825257126, 0.22612769560557844
126, 0.20820311825257126, 0.22612769560557844
126, 0.20820311825257126, 0.22612769560557844
126, 0.20820311825257126, 0.22612769560557844
127, -0.00096970092724985003, 0.11186519204188894
127, -0.00096970092724985003, 0.11186519204188894
127, -0.00096970092724985003, 0.11186519204188894
127, -0.00096970092724985003, 0.11186519204188894
127, -0.00096970092724985003, 0.11186519204188894
